code,name,category,manufacturer,description,price,sellingPrice,quantity,expiryDate,status
0003-5150,Cobenfy Kit,General Medicine,"E.R. Squibb & Sons, L.L.C.",xanomeline and trospium chloride,32.82,42.67,365,2027-10-24,IN_STOCK
0003-5200,Cobenfy Kit,General Medicine,"E.R. Squibb & Sons, L.L.C.",xanomeline and trospium chloride,103.21,134.17,114,2028-06-22,IN_STOCK
0003-6120,"Opdivo Qvantig Injection, Solution",Endoglycosidase [EPC],"E.R. Squibb & Sons, L.L.C.",nivolumab and hyaluronidase-nvhy,87.52,113.78,232,2028-04-14,IN_STOCK
0003-7125,Opdualag Injection,Lymphocyte Activation Gene-3 Antagonists [MoA],"E.R. Squibb & Sons, L.L.C.",nivolumab and relatlimab-rmbw,125.89,163.66,180,2027-07-21,IN_STOCK
0004-0259,Cellcept Capsule,Antimetabolite Immunosuppressant [EPC],"Genentech, Inc.",Mycophenolate Mofetil,35.48,46.12,321,2028-06-13,IN_STOCK
0004-0260,"Cellcept Tablet, Film Coated",Antimetabolite Immunosuppressant [EPC],"Genentech, Inc.",Mycophenolate Mofetil,99.93,129.91,263,2027-12-27,IN_STOCK
0004-0261,"Cellcept Powder, For Suspension",Antimetabolite Immunosuppressant [EPC],"Genentech, Inc.",Mycophenolate Mofetil,69.11,89.84,134,2028-03-07,IN_STOCK
0004-0298,"Cellcept Injection, Powder, Lyophilized, For Solution",Antimetabolite Immunosuppressant [EPC],"Genentech, Inc.",Mycophenolate Mofetil hydrochloride,73.61,95.69,111,2028-08-05,IN_STOCK
0004-0800,Tamiflu Capsule,Neuraminidase Inhibitor [EPC],"Genentech, Inc.",oseltamivir phosphate,17.3,22.49,288,2028-08-10,IN_STOCK
0004-0802,Tamiflu Capsule,Neuraminidase Inhibitor [EPC],"Genentech, Inc.",oseltamivir phosphate,96.78,125.81,196,2027-01-04,IN_STOCK
0004-0822,"Tamiflu Powder, For Suspension",Neuraminidase Inhibitor [EPC],"Genentech, Inc.",Oseltamivir Phosphate,123.67,160.77,145,2028-08-19,IN_STOCK
0005-0100,"Trumenba Injection, Suspension",General Medicine,Wyeth Pharmaceutical Division Of Wyeth Holdings Llc,meningococcal group B vaccine,50.01,65.01,126,2027-02-28,IN_STOCK
0005-2000,"Prevnar 20 Injection, Suspension",Actively Acquired Immunity [PE],Wyeth Pharmaceutical Division Of Wyeth Holdings Llc,Pneumococcal 20-valent Conjugate Vaccine,8.54,11.1,150,2028-01-30,IN_STOCK
0006-0005,"Belsomra Tablet, Film Coated",Cytochrome P450 3A Inhibitors [MoA],Merck Sharp & Dohme Llc,suvorexant,93.63,121.72,62,2028-01-10,IN_STOCK
0006-0032,Stromectol Tablet,Antiparasitic [EPC],Merck Sharp & Dohme Llc,ivermectin,65.09,84.62,347,2028-05-12,IN_STOCK
0006-0033,"Belsomra Tablet, Film Coated",Cytochrome P450 3A Inhibitors [MoA],Merck Sharp & Dohme Llc,suvorexant,33.19,43.15,381,2027-10-29,IN_STOCK
0006-0078,"Janumet Tablet, Film Coated, Extended Release",Biguanide [EPC],Merck Sharp & Dohme Llc,sitagliptin and metformin hydrochloride,76.68,99.68,149,2027-03-01,IN_STOCK
0006-0080,"Janumet Tablet, Film Coated, Extended Release",Biguanide [EPC],Merck Sharp & Dohme Llc,sitagliptin and metformin hydrochloride,100.13,130.17,27,2028-11-07,IN_STOCK
0006-0081,"Janumet Tablet, Film Coated, Extended Release",Biguanide [EPC],Merck Sharp & Dohme Llc,sitagliptin and metformin hydrochloride,129.76,168.69,79,2028-12-06,IN_STOCK
0006-0112,"Januvia Tablet, Film Coated",Dipeptidyl Peptidase 4 Inhibitor [EPC],Merck Sharp & Dohme Llc,sitagliptin,66.65,86.65,115,2028-09-12,IN_STOCK
0006-0221,"Januvia Tablet, Film Coated",Dipeptidyl Peptidase 4 Inhibitor [EPC],Merck Sharp & Dohme Llc,sitagliptin,80.1,104.13,50,2028-04-23,IN_STOCK
0006-0227,"Isentress Tablet, Film Coated",HIV Integrase Inhibitors [MoA],Merck Sharp & Dohme Llc,RALTEGRAVIR,41.13,53.47,87,2028-01-11,IN_STOCK
0006-0277,"Januvia Tablet, Film Coated",Dipeptidyl Peptidase 4 Inhibitor [EPC],Merck Sharp & Dohme Llc,sitagliptin,24.33,31.63,262,2028-08-14,IN_STOCK
0006-0325,"Belsomra Tablet, Film Coated",Cytochrome P450 3A Inhibitors [MoA],Merck Sharp & Dohme Llc,suvorexant,82.01,106.61,311,2028-06-01,IN_STOCK
0006-0335,"Belsomra Tablet, Film Coated",Cytochrome P450 3A Inhibitors [MoA],Merck Sharp & Dohme Llc,suvorexant,51.01,66.31,251,2028-06-19,IN_STOCK
0006-0461,Emend Capsule,Cytochrome P450 2C9 Inducers [MoA],Merck Sharp & Dohme Llc,aprepitant,123.18,160.13,283,2027-12-11,IN_STOCK
0006-0462,Emend Capsule,Cytochrome P450 2C9 Inducers [MoA],Merck Sharp & Dohme Llc,aprepitant,125.43,163.06,305,2027-12-31,IN_STOCK
0006-0464,Emend Capsule,Cytochrome P450 2C9 Inducers [MoA],Merck Sharp & Dohme Llc,aprepitant,135.1,175.63,268,2028-01-04,IN_STOCK
0006-0473,"Isentress Tablet, Chewable",HIV Integrase Inhibitors [MoA],Merck Sharp & Dohme Llc,RALTEGRAVIR,42.58,55.35,151,2028-07-14,IN_STOCK
0006-0477,"Isentress Tablet, Chewable",HIV Integrase Inhibitors [MoA],Merck Sharp & Dohme Llc,RALTEGRAVIR,45.21,58.77,291,2028-02-09,IN_STOCK
0006-0568,Zolinza Capsule,Histone Deacetylase Inhibitor [EPC],Merck Sharp & Dohme Llc,vorinostat,95.88,124.64,165,2027-12-25,IN_STOCK
0006-0575,"Janumet Tablet, Film Coated",Biguanide [EPC],Merck Sharp & Dohme Llc,SITAGLIPTIN and METFORMIN HYDROCHLORIDE,16.24,21.11,171,2027-05-29,IN_STOCK
0006-0577,"Janumet Tablet, Film Coated",Biguanide [EPC],Merck Sharp & Dohme Llc,SITAGLIPTIN and METFORMIN HYDROCHLORIDE,44.4,57.72,188,2028-04-06,IN_STOCK
0006-3025,"Zinplava Injection, Solution",General Medicine,Merck Sharp & Dohme Llc,bezlotoxumab,16.68,21.68,102,2027-05-25,IN_STOCK
0006-3026,"Keytruda Injection, Solution",Programmed Death Receptor-1 Blocking Antibody [EPC,Merck Sharp & Dohme Llc,pembrolizumab,60.54,78.7,103,2028-09-23,IN_STOCK
0006-3061,"Emend Injection, Powder, Lyophilized, For Solution",Cytochrome P450 2C9 Inducers [MoA],Merck Sharp & Dohme Llc,FOSAPREPITANT DIMEGLUMINE,36.02,46.83,237,2027-11-22,IN_STOCK
0006-3066,"Emend Powder, For Suspension",Cytochrome P450 2C9 Inducers [MoA],Merck Sharp & Dohme Llc,aprepitant,52.98,68.87,263,2027-11-30,IN_STOCK
0006-3069,"Pifeltro Tablet, Film Coated",Human Immunodeficiency Virus 1 Non-Nucleoside Anal,Merck Sharp & Dohme Llc,doravirine,14.03,18.24,240,2027-11-03,IN_STOCK
0006-3074,"Zepatier Tablet, Film Coated",Breast Cancer Resistance Protein Inhibitors [MoA],Merck Sharp & Dohme Llc,elbasvir and grazoprevir,136.2,177.06,324,2028-09-12,IN_STOCK
0006-3075,"Prevymis Tablet, Film Coated",Cytochrome P450 2C19 Inducers [MoA],Merck Sharp & Dohme Llc,LETERMOVIR,7.83,10.18,319,2027-10-25,IN_STOCK
0006-3076,"Prevymis Tablet, Film Coated",Cytochrome P450 2C19 Inducers [MoA],Merck Sharp & Dohme Llc,LETERMOVIR,74.16,96.41,205,2027-08-02,IN_STOCK
0006-3080,"Isentress Tablet, Film Coated",HIV Integrase Inhibitors [MoA],Merck Sharp & Dohme Llc,RALTEGRAVIR,114.25,148.53,239,2028-04-04,IN_STOCK
0006-3083,"Keytruda Qlex Injection, Solution",Endoglycosidase [EPC],Merck Sharp & Dohme Llc,pembrolizumab and berahyaluronidase alfa-pmph,113.39,147.41,304,2028-12-28,IN_STOCK
0006-3516,"Primaxin Injection, Powder, For Solution",Carbapenems [CS],Merck Sharp & Dohme Llc,imipenem and cilastatin sodium,92.47,120.21,137,2028-02-12,IN_STOCK
0006-3603,"Isentress Granule, For Suspension",HIV Integrase Inhibitors [MoA],Merck Sharp & Dohme Llc,RALTEGRAVIR,36.82,47.87,248,2028-02-10,IN_STOCK
0006-3822,"Cancidas Injection, Powder, Lyophilized, For Solution",Echinocandin Antifungal [EPC],Merck Sharp & Dohme Llc,CASPOFUNGIN ACETATE,9.21,11.97,197,2028-08-15,IN_STOCK
0006-3823,"Cancidas Injection, Powder, Lyophilized, For Solution",Echinocandin Antifungal [EPC],Merck Sharp & Dohme Llc,CASPOFUNGIN ACETATE,103.48,134.52,232,2028-10-11,IN_STOCK
0006-3843,"Invanz Injection, Powder, Lyophilized, For Solution",Carbapenems [CS],Merck Sharp & Dohme Llc,ertapenem sodium,28.93,37.61,264,2027-02-08,IN_STOCK
0006-3856,"Recarbrio Injection, Powder, For Solution",Carbapenems [CS],Merck Sharp & Dohme Llc,"imipenem anhydrous, cilastatin, and relebactam anhydrous",147.2,191.36,298,2026-10-28,IN_STOCK
0006-3862,Emend Kit,General Medicine,Merck Sharp & Dohme Llc,aprepitant,136.5,177.45,328,2028-04-30,IN_STOCK
0006-4045,"Gardasil Injection, Suspension",Actively Acquired Immunity [PE],Merck Sharp & Dohme Llc,"Human Papillomavirus Quadrivalent (Types 6, 11, 16, and 18) Vaccine, Recombinant",101.13,131.47,67,2028-07-20,IN_STOCK
0006-4047,Rotateq Solution,Actively Acquired Immunity [PE],Merck Sharp & Dohme Llc,"Rotavirus Vaccine, Live, Oral, Pentavalent",67.15,87.3,261,2027-04-05,IN_STOCK
0006-4093,"Recombivax Hb Injection, Suspension",Actively Acquired Immunity [PE],Merck Sharp & Dohme Llc,Hepatitis B Vaccine (Recombinant),12.29,15.98,219,2027-09-01,IN_STOCK
0006-4094,"Recombivax Hb Injection, Suspension",Actively Acquired Immunity [PE],Merck Sharp & Dohme Llc,Hepatitis B Vaccine (Recombinant),35.69,46.4,192,2027-09-11,IN_STOCK
0006-4095,"Vaqta Injection, Suspension",Actively Acquired Immunity [PE],Merck Sharp & Dohme Llc,"hepatitis A vaccine, inactivated",115.38,149.99,219,2027-07-12,IN_STOCK
0006-4096,"Vaqta Injection, Suspension",Actively Acquired Immunity [PE],Merck Sharp & Dohme Llc,"hepatitis A vaccine, inactivated",114.04,148.25,240,2027-06-16,IN_STOCK
0006-4109,"Gardasil Injection, Suspension",Actively Acquired Immunity [PE],Merck Sharp & Dohme Llc,"Human Papillomavirus Quadrivalent (Types 6, 11, 16, and 18) Vaccine, Recombinant",126.06,163.88,265,2026-10-20,IN_STOCK
0006-4119,"Gardasil 9 Injection, Suspension",Actively Acquired Immunity [PE],Merck Sharp & Dohme Llc,"Human Papillomavirus 9-valent Vaccine, Recombinant",113.61,147.69,51,2027-09-24,IN_STOCK
0006-4121,"Gardasil 9 Injection, Suspension",Actively Acquired Immunity [PE],Merck Sharp & Dohme Llc,"Human Papillomavirus 9-valent Vaccine, Recombinant",37.51,48.76,60,2028-12-08,IN_STOCK
0006-4171,"Proquad Injection, Powder, Lyophilized, For Suspension",Actively Acquired Immunity [PE],Merck Sharp & Dohme Llc,"Measles, Mumps, Rubella and Varicella Virus Vaccine Live",143.81,186.95,45,2028-11-11,IN_STOCK
0006-4175,Sterile Diluent Injection,General Medicine,Merck Sharp & Dohme Llc,Sterile Water,9.5,12.35,151,2027-04-23,IN_STOCK
0006-4293,"Ervebo Injection, Solution",General Medicine,Merck Sharp & Dohme Llc,ZAIRE EBOLAVIRUS (STRAIN KIKWIT-95) ENVELOPE GLYCOPROTEIN,126.69,164.7,343,2027-03-06,IN_STOCK
0006-4309,Sterile Diluent Injection,General Medicine,Merck Sharp & Dohme Llc,Sterile Water,39.59,51.47,267,2028-08-16,IN_STOCK
0006-4329,"Vaxneuvance Injection, Suspension",Actively Acquired Immunity [PE],Merck Sharp & Dohme Llc,Pneumococcal 15-valent Conjugate Vaccine CRM197 Protein adsorbed,21.59,28.07,136,2028-01-20,IN_STOCK
0006-4347,"Capvaxive Injection, Solution",Actively Acquired Immunity [PE],Merck Sharp & Dohme Llc,Pneumococcal 21-valent Conjugate Vaccine,106.42,138.35,213,2027-03-21,IN_STOCK
0006-4681,"M-M-R Ii Injection, Powder, Lyophilized, For Suspension",Actively Acquired Immunity [PE],Merck Sharp & Dohme Llc,"measles, mumps, and rubella virus vaccine live",92.85,120.7,392,2027-01-26,IN_STOCK
0006-4827,"Varivax Injection, Powder, Lyophilized, For Suspension",Actively Acquired Immunity [PE],Merck Sharp & Dohme Llc,Varicella Virus Vaccine Live,117.78,153.11,108,2027-08-15,IN_STOCK
0006-4831,"Vaqta Injection, Suspension",Actively Acquired Immunity [PE],Merck Sharp & Dohme Llc,"hepatitis A vaccine, inactivated",20.67,26.87,38,2027-08-16,IN_STOCK
0006-4837,"Pneumovax 23 Injection, Solution",Actively Acquired Immunity [PE],Merck Sharp & Dohme Llc,pneumococcal vaccine polyvalent,88.49,115.04,217,2027-11-11,IN_STOCK
0006-4841,"Vaqta Injection, Suspension",Actively Acquired Immunity [PE],Merck Sharp & Dohme Llc,"hepatitis A vaccine, inactivated",141.51,183.96,126,2026-12-17,IN_STOCK
0006-4897,"Pedvaxhib Injection, Suspension",Actively Acquired Immunity [PE],Merck Sharp & Dohme Llc,Haemophilus b Conjugate Vaccine (Meningococcal Protein Conjugate),90.85,118.1,346,2027-06-06,IN_STOCK
0006-4943,"Pneumovax 23 Injection, Solution",Actively Acquired Immunity [PE],Merck Sharp & Dohme Llc,pneumococcal vaccine polyvalent,19.78,25.71,179,2028-08-31,IN_STOCK
0006-4981,"Recombivax Hb Injection, Suspension",Actively Acquired Immunity [PE],Merck Sharp & Dohme Llc,Hepatitis B Vaccine (Recombinant),92.06,119.68,86,2028-12-24,IN_STOCK
0006-4992,"Recombivax Hb Injection, Suspension",Actively Acquired Immunity [PE],Merck Sharp & Dohme Llc,Hepatitis B Vaccine (Recombinant),147.66,191.96,46,2027-09-21,IN_STOCK
0006-4995,"Recombivax Hb Injection, Suspension",Actively Acquired Immunity [PE],Merck Sharp & Dohme Llc,Hepatitis B Vaccine (Recombinant),82.25,106.92,363,2027-10-15,IN_STOCK
0006-5003,"Prevymis Injection, Solution",Cytochrome P450 2C19 Inducers [MoA],Merck Sharp & Dohme Llc,LETERMOVIR,15.0,19.5,356,2027-09-15,IN_STOCK
0006-5004,"Prevymis Injection, Solution",Cytochrome P450 2C19 Inducers [MoA],Merck Sharp & Dohme Llc,LETERMOVIR,6.83,8.88,240,2028-02-14,IN_STOCK
0006-5007,"Delstrigo Tablet, Film Coated",Hepatitis B Virus Nucleoside Analog Reverse Transc,Merck Sharp & Dohme Llc,"doravirine, lamivudine, and tenofovir disoproxil fumarate",20.3,26.39,210,2028-07-12,IN_STOCK
0006-5028,"Verquvo Tablet, Film Coated",Guanylate Cyclase Stimulators [MoA],Merck Sharp & Dohme Llc,vericiguat,134.28,174.56,260,2028-09-24,IN_STOCK
0006-5029,"Verquvo Tablet, Film Coated",Guanylate Cyclase Stimulators [MoA],Merck Sharp & Dohme Llc,vericiguat,27.18,35.33,115,2028-10-21,IN_STOCK
0006-5030,"Verquvo Tablet, Film Coated",Guanylate Cyclase Stimulators [MoA],Merck Sharp & Dohme Llc,vericiguat,80.65,104.85,358,2027-07-04,IN_STOCK
0006-5073,"Enflonsia Injection, Solution",General Medicine,Merck Sharp & Dohme Llc,CLESROVIMAB,94.31,122.6,300,2028-12-02,IN_STOCK
0006-5083,"Keytruda Qlex Injection, Solution",Endoglycosidase [EPC],Merck Sharp & Dohme Llc,pembrolizumab and berahyaluronidase alfa-pmph,75.11,97.64,248,2028-10-18,IN_STOCK
0006-5085,Prevymis Pellet,Cytochrome P450 2C19 Inducers [MoA],Merck Sharp & Dohme Llc,LETERMOVIR,90.91,118.18,190,2027-06-09,IN_STOCK
0006-5086,Prevymis Pellet,Cytochrome P450 2C19 Inducers [MoA],Merck Sharp & Dohme Llc,LETERMOVIR,125.46,163.1,69,2027-07-13,IN_STOCK
0006-5087,Winrevair Kit,General Medicine,Merck Sharp & Dohme Llc,SOTATERCEPT-CSRK,132.84,172.69,149,2028-11-07,IN_STOCK
0006-5088,Winrevair Kit,General Medicine,Merck Sharp & Dohme Llc,SOTATERCEPT-CSRK,72.38,94.09,337,2028-08-15,IN_STOCK
0006-5090,Winrevair Kit,General Medicine,Merck Sharp & Dohme Llc,SOTATERCEPT-CSRK,59.95,77.94,39,2028-02-19,IN_STOCK
0006-5091,Winrevair Kit,General Medicine,Merck Sharp & Dohme Llc,SOTATERCEPT-CSRK,128.39,166.91,118,2028-02-12,IN_STOCK
0006-5331,"Welireg Tablet, Film Coated",Cytochrome P450 3A4 Inducers [MoA],Merck Sharp & Dohme Llc,belzutifan,35.76,46.49,157,2027-09-14,IN_STOCK
0006-5363,"Steglatro Tablet, Film Coated",General Medicine,Merck Sharp & Dohme Llc,ertugliflozin,45.55,59.21,330,2028-09-18,IN_STOCK
0006-5364,"Steglatro Tablet, Film Coated",General Medicine,Merck Sharp & Dohme Llc,ertugliflozin,132.62,172.41,309,2026-10-11,IN_STOCK
0006-5367,"Steglujan Tablet, Film Coated",Dipeptidyl Peptidase 4 Inhibitor [EPC],Merck Sharp & Dohme Llc,ertugliflozin and sitagliptin,79.91,103.88,122,2026-12-27,IN_STOCK
0006-5368,"Steglujan Tablet, Film Coated",Dipeptidyl Peptidase 4 Inhibitor [EPC],Merck Sharp & Dohme Llc,ertugliflozin and sitagliptin,40.0,52.0,233,2028-02-13,IN_STOCK
0006-5369,"Segluromet Tablet, Film Coated",Biguanide [EPC],Merck Sharp & Dohme Llc,ertugliflozin and metformin hydrochloride,85.5,111.15,148,2028-09-07,IN_STOCK
0006-5370,"Segluromet Tablet, Film Coated",Biguanide [EPC],Merck Sharp & Dohme Llc,ertugliflozin and metformin hydrochloride,74.03,96.24,389,2028-02-15,IN_STOCK
0006-5373,"Segluromet Tablet, Film Coated",Biguanide [EPC],Merck Sharp & Dohme Llc,ertugliflozin and metformin hydrochloride,69.99,90.99,33,2027-01-04,IN_STOCK
0006-5374,"Segluromet Tablet, Film Coated",Biguanide [EPC],Merck Sharp & Dohme Llc,ertugliflozin and metformin hydrochloride,47.66,61.96,232,2028-09-08,IN_STOCK
0006-5423,"Bridion Injection, Solution",gamma-Cyclodextrins [CS],Merck Sharp & Dohme Llc,sugammadex,40.28,52.36,364,2028-05-18,IN_STOCK
0006-5424,Antivenin Kit,General Medicine,Merck Sharp & Dohme Llc,Latrodectus mactans,58.51,76.06,308,2028-03-27,IN_STOCK
0006-5425,"Bridion Injection, Solution",gamma-Cyclodextrins [CS],Merck Sharp & Dohme Llc,sugammadex,54.84,71.29,306,2027-09-04,IN_STOCK
0008-0100,"Besponsa Injection, Powder, Lyophilized, For Solution",CD22-directed Antibody Interactions [MoA],"Wyeth Pharmaceuticals Llc, A Subsidiary Of Pfizer Inc.",inotuzumab ozogamicin,56.01,72.81,257,2027-07-05,IN_STOCK
0008-0423,"North American Coral Snake Antivenin (Equine) Injection, Powder, For Solution",General Medicine,"Wyeth Pharmaceuticals Llc, A Subsidiary Of Pfizer Inc.",Coral Snake (Micrurus Fulvius) Immune Globulin Antivenin (Equine),49.46,64.3,143,2027-02-01,IN_STOCK
0008-0841,"Protonix Tablet, Delayed Release",Proton Pump Inhibitor [EPC],"Wyeth Pharmaceuticals Llc, A Subsidiary Of Pfizer Inc.",PANTOPRAZOLE SODIUM,109.59,142.47,186,2027-01-31,IN_STOCK
0008-0843,"Protonix Tablet, Delayed Release",Proton Pump Inhibitor [EPC],"Wyeth Pharmaceuticals Llc, A Subsidiary Of Pfizer Inc.",PANTOPRAZOLE SODIUM,112.72,146.54,378,2027-04-08,IN_STOCK
0008-0844,"Protonix Granule, Delayed Release",Proton Pump Inhibitor [EPC],"Wyeth Pharmaceuticals Llc, A Subsidiary Of Pfizer Inc.",PANTOPRAZOLE SODIUM,32.77,42.6,272,2027-07-11,IN_STOCK
0008-0923,"Protonix Injection, Powder, For Solution",Proton Pump Inhibitor [EPC],"Wyeth Pharmaceuticals Llc, A Subsidiary Of Pfizer Inc.",PANTOPRAZOLE SODIUM,110.06,143.08,293,2028-06-03,IN_STOCK
0008-1123,"Duavee Tablet, Film Coated",Estrogen Agonist/Antagonist [EPC],"Wyeth Pharmaceuticals Llc, A Subsidiary Of Pfizer Inc.",conjugated estrogens/bazedoxifene,46.03,59.84,76,2027-04-17,IN_STOCK
0008-1179,Torisel Kit,General Medicine,"Wyeth Pharmaceuticals Llc, A Subsidiary Of Pfizer Inc.",temsirolimus,47.96,62.35,209,2027-04-02,IN_STOCK
0008-1210,"Pristiq Tablet, Extended Release",Cytochrome P450 2D6 Inhibitors [MoA],"Wyeth Pharmaceuticals Llc, A Subsidiary Of Pfizer Inc.",desvenlafaxine succinate,48.83,63.48,387,2028-03-30,IN_STOCK
0008-1211,"Pristiq Tablet, Extended Release",Cytochrome P450 2D6 Inhibitors [MoA],"Wyeth Pharmaceuticals Llc, A Subsidiary Of Pfizer Inc.",desvenlafaxine succinate,23.35,30.36,48,2026-11-25,IN_STOCK
0008-1222,"Pristiq Tablet, Extended Release",Cytochrome P450 2D6 Inhibitors [MoA],"Wyeth Pharmaceuticals Llc, A Subsidiary Of Pfizer Inc.",desvenlafaxine succinate,85.24,110.81,382,2027-02-07,IN_STOCK
0008-4001,"Protonix Injection, Powder, For Solution",Proton Pump Inhibitor [EPC],"Wyeth Pharmaceuticals Llc, A Subsidiary Of Pfizer Inc.",PANTOPRAZOLE SODIUM,97.49,126.74,276,2027-01-14,IN_STOCK
0008-4510,"Mylotarg Injection, Powder, Lyophilized, For Solution",CD33-directed Antibody Interactions [MoA],"Wyeth Pharmaceuticals Llc, A Subsidiary Of Pfizer Inc.",gemtuzumab ozogamicin,131.54,171.0,318,2027-07-19,IN_STOCK
0008-4990,"Tygacil Injection, Powder, Lyophilized, For Solution",Tetracycline-class Antibacterial [EPC],"Wyeth Pharmaceuticals Llc, A Subsidiary Of Pfizer Inc.",TIGECYCLINE,73.06,94.98,250,2027-09-14,IN_STOCK
0008-4994,"Tygacil Injection, Powder, Lyophilized, For Solution",Tetracycline-class Antibacterial [EPC],"Wyeth Pharmaceuticals Llc, A Subsidiary Of Pfizer Inc.",TIGECYCLINE,31.73,41.25,51,2027-06-16,IN_STOCK
0009-0003,"Solu-Medrol Injection, Powder, For Solution",Corticosteroid Hormone Receptor Agonists [MoA],Pharmacia & Upjohn Company Llc,methylprednisolone sodium succinate,141.45,183.88,269,2027-01-25,IN_STOCK
0009-0005,"Solu-Cortef Injection, Powder, For Solution",Corticosteroid Hormone Receptor Agonists [MoA],Pharmacia & Upjohn Company Llc,hydrocortisone sodium succinate,124.21,161.47,230,2028-02-16,IN_STOCK
0009-0011,"Solu-Cortef Injection, Powder, For Solution",Corticosteroid Hormone Receptor Agonists [MoA],Pharmacia & Upjohn Company Llc,hydrocortisone sodium succinate,15.74,20.46,347,2028-09-02,IN_STOCK
0009-0012,Cortef Tablet,Corticosteroid Hormone Receptor Agonists [MoA],Pharmacia & Upjohn Company Llc,hydrocortisone,12.77,16.6,101,2028-04-29,IN_STOCK
0009-0013,"Solu-Cortef Injection, Powder, For Solution",Corticosteroid Hormone Receptor Agonists [MoA],Pharmacia & Upjohn Company Llc,hydrocortisone sodium succinate,142.62,185.41,68,2027-06-12,IN_STOCK
0009-0016,"Solu-Cortef Injection, Powder, For Solution",Corticosteroid Hormone Receptor Agonists [MoA],Pharmacia & Upjohn Company Llc,hydrocortisone sodium succinate,22.18,28.83,238,2028-06-12,IN_STOCK
0009-0018,"Solu-Medrol Injection, Powder, For Solution",Corticosteroid Hormone Receptor Agonists [MoA],Pharmacia & Upjohn Company Llc,methylprednisolone sodium succinate,91.44,118.87,341,2027-05-20,IN_STOCK
0009-0020,Medrol Tablet,Corticosteroid Hormone Receptor Agonists [MoA],Pharmacia & Upjohn Company Llc,methylprednisolone,117.48,152.72,219,2028-01-05,IN_STOCK
0009-0022,Medrol Tablet,Corticosteroid Hormone Receptor Agonists [MoA],Pharmacia & Upjohn Company Llc,methylprednisolone,136.73,177.75,177,2028-05-25,IN_STOCK
0009-0029,Xanax Tablet,Benzodiazepine [EPC],Pharmacia & Upjohn Company Llc,alprazolam,148.55,193.12,181,2028-05-05,IN_STOCK
0009-0031,Cortef Tablet,Corticosteroid Hormone Receptor Agonists [MoA],Pharmacia & Upjohn Company Llc,hydrocortisone,95.05,123.56,337,2028-10-27,IN_STOCK
0009-0039,"Solu-Medrol Injection, Powder, For Solution",Corticosteroid Hormone Receptor Agonists [MoA],Pharmacia & Upjohn Company Llc,methylprednisolone sodium succinate,19.39,25.21,131,2028-07-02,IN_STOCK
